x	y	z	contour type	frameID	weight	time frame
22.61801	-44.55362	-21.20967	SAX_RV_FREEWALL	20	1.0	1.0
24.08577	-44.12486	-18.66500	SAX_RV_FREEWALL	20	1.0	1.0
25.55353	-43.69610	-16.12034	SAX_RV_FREEWALL	20	1.0	1.0
26.69330	-44.65200	-13.15318	SAX_RV_FREEWALL	20	1.0	1.0
27.17710	-48.37723	-9.34104	SAX_RV_EPICARDIAL	20	1.0	1.0
28.97285	-46.56380	-7.21887	SAX_RV_EPICARDIAL	20	1.0	1.0
30.76859	-44.75037	-5.09669	SAX_RV_EPICARDIAL	20	1.0	1.0
32.56434	-42.93695	-2.97452	SAX_RV_EPICARDIAL	20	1.0	1.0
34.36009	-41.12352	-0.85235	SAX_RV_EPICARDIAL	20	1.0	1.0
35.42195	-39.52447	-0.00250	SAX_RV_EPICARDIAL	20	1.0	1.0
37.54569	-36.32638	1.69718	SAX_RV_EPICARDIAL	20	1.0	1.0
38.93554	-33.34267	2.12453	SAX_RV_EPICARDIAL	20	1.0	1.0
40.32539	-30.35896	2.55188	SAX_RV_EPICARDIAL	20	1.0	1.0
41.71525	-27.37525	2.97923	SAX_RV_EPICARDIAL	20	1.0	1.0
42.37122	-24.60592	2.13425	SAX_RV_EPICARDIAL	20	1.0	1.0
43.02719	-21.83659	1.28926	SAX_RV_EPICARDIAL	20	1.0	1.0
43.68317	-19.06727	0.44428	SAX_RV_EPICARDIAL	20	1.0	1.0
43.60526	-16.51232	-1.67303	SAX_RV_EPICARDIAL	20	1.0	1.0
43.52735	-13.95737	-3.79035	SAX_RV_EPICARDIAL	20	1.0	1.0
43.44945	-11.40243	-5.90766	SAX_RV_EPICARDIAL	20	1.0	1.0
14.18853	-10.92818	-63.57540	SAX_RV_EPICARDIAL	20	1.0	1.0
12.79867	-13.91189	-64.00275	SAX_RV_EPICARDIAL	20	1.0	1.0
11.40882	-16.89560	-64.43010	SAX_RV_EPICARDIAL	20	1.0	1.0
10.01897	-19.87931	-64.85745	SAX_RV_EPICARDIAL	20	1.0	1.0
8.62911	-22.86302	-65.28480	SAX_RV_EPICARDIAL	20	1.0	1.0
7.23926	-25.84673	-65.71215	SAX_RV_EPICARDIAL	20	1.0	1.0
6.58329	-28.61606	-64.86717	SAX_RV_EPICARDIAL	20	1.0	1.0
5.19343	-31.59977	-65.29452	SAX_RV_EPICARDIAL	20	1.0	1.0
3.80358	-34.58348	-65.72187	SAX_RV_EPICARDIAL	20	1.0	1.0
3.14761	-37.35281	-64.87689	SAX_RV_EPICARDIAL	20	1.0	1.0
1.75775	-40.33652	-65.30424	SAX_RV_EPICARDIAL	20	1.0	1.0
1.10178	-43.10585	-64.45926	SAX_RV_EPICARDIAL	20	1.0	1.0
0.44581	-45.87518	-63.61427	SAX_RV_EPICARDIAL	20	1.0	1.0
-0.21017	-48.64451	-62.76929	SAX_RV_EPICARDIAL	20	1.0	1.0
-0.13226	-51.19945	-60.65198	SAX_RV_EPICARDIAL	20	1.0	1.0
0.67952	-53.54002	-57.26233	SAX_RV_EPICARDIAL	20	1.0	1.0
2.14728	-53.11125	-54.71766	SAX_RV_EPICARDIAL	20	1.0	1.0
3.28706	-54.06716	-51.75051	SAX_RV_EPICARDIAL	20	1.0	1.0
4.75482	-53.63839	-49.20584	SAX_RV_EPICARDIAL	20	1.0	1.0
6.22258	-53.20963	-46.66118	SAX_RV_EPICARDIAL	20	1.0	1.0
7.69034	-52.78087	-44.11651	SAX_RV_EPICARDIAL	20	1.0	1.0
9.15809	-52.35210	-41.57185	SAX_RV_EPICARDIAL	20	1.0	1.0
10.62585	-51.92334	-39.02718	SAX_RV_EPICARDIAL	20	1.0	1.0
12.09361	-51.49458	-36.48252	SAX_RV_EPICARDIAL	20	1.0	1.0
13.56137	-51.06581	-33.93785	SAX_RV_EPICARDIAL	20	1.0	1.0
15.02913	-50.63705	-31.39319	SAX_RV_EPICARDIAL	20	1.0	1.0
16.16891	-51.59295	-28.42603	SAX_RV_EPICARDIAL	20	1.0	1.0
17.63667	-51.16419	-25.88136	SAX_RV_EPICARDIAL	20	1.0	1.0
19.10442	-50.73542	-23.33670	SAX_RV_EPICARDIAL	20	1.0	1.0
20.57218	-50.30666	-20.79203	SAX_RV_EPICARDIAL	20	1.0	1.0
22.03994	-49.87790	-18.24737	SAX_RV_EPICARDIAL	20	1.0	1.0
23.50770	-49.44914	-15.70270	SAX_RV_EPICARDIAL	20	1.0	1.0
24.97546	-49.02037	-13.15804	SAX_RV_EPICARDIAL	20	1.0	1.0
26.44322	-48.59161	-10.61337	SAX_RV_EPICARDIAL	20	1.0	1.0
41.24781	-12.04557	-9.72466	SAX_RV_SEPTUM	20	1.0	1.0
40.10804	-11.08967	-12.69182	SAX_RV_SEPTUM	20	1.0	1.0
38.64028	-11.51843	-15.23648	SAX_RV_SEPTUM	20	1.0	1.0
36.51654	-14.71652	-16.93617	SAX_RV_SEPTUM	20	1.0	1.0
34.72080	-16.52995	-19.05834	SAX_RV_SEPTUM	20	1.0	1.0
33.25304	-16.95871	-21.60301	SAX_RV_SEPTUM	20	1.0	1.0
31.45729	-18.77214	-23.72518	SAX_RV_SEPTUM	20	1.0	1.0
29.66155	-20.58557	-25.84735	SAX_RV_SEPTUM	20	1.0	1.0
28.19379	-21.01433	-28.39202	SAX_RV_SEPTUM	20	1.0	1.0
26.72603	-21.44310	-30.93668	SAX_RV_SEPTUM	20	1.0	1.0
25.25827	-21.87186	-33.48135	SAX_RV_SEPTUM	20	1.0	1.0
24.11849	-20.91596	-36.44850	SAX_RV_SEPTUM	20	1.0	1.0
22.65073	-21.34472	-38.99317	SAX_RV_SEPTUM	20	1.0	1.0
21.51096	-20.38882	-41.96033	SAX_RV_SEPTUM	20	1.0	1.0
20.69918	-18.04825	-45.34997	SAX_RV_SEPTUM	20	1.0	1.0
19.88739	-15.70769	-48.73962	SAX_RV_SEPTUM	20	1.0	1.0
19.07560	-13.36712	-52.12927	SAX_RV_SEPTUM	20	1.0	1.0
18.26382	-11.02656	-55.51892	SAX_RV_SEPTUM	20	1.0	1.0
16.46807	-12.83999	-57.64109	SAX_RV_SEPTUM	20	1.0	1.0
43.13782	-1.18264	-14.37692	SAX_LV_EPICARDIAL	20	1.0	1.0
43.79380	1.58669	-15.22191	SAX_LV_EPICARDIAL	20	1.0	1.0
44.44977	4.35602	-16.06689	SAX_LV_EPICARDIAL	20	1.0	1.0
45.10574	7.12535	-16.91187	SAX_LV_EPICARDIAL	20	1.0	1.0
45.76172	9.89468	-17.75685	SAX_LV_EPICARDIAL	20	1.0	1.0
45.68381	12.44962	-19.87417	SAX_LV_EPICARDIAL	20	1.0	1.0
45.60590	15.00457	-21.99148	SAX_LV_EPICARDIAL	20	1.0	1.0
45.52800	17.55952	-24.10880	SAX_LV_EPICARDIAL	20	1.0	1.0
44.71621	19.90008	-27.49845	SAX_LV_EPICARDIAL	20	1.0	1.0
43.90443	22.24065	-30.88809	SAX_LV_EPICARDIAL	20	1.0	1.0
42.43667	21.81188	-33.43276	SAX_LV_EPICARDIAL	20	1.0	1.0
41.29689	22.76778	-36.39992	SAX_LV_EPICARDIAL	20	1.0	1.0
40.15712	23.72369	-39.36707	SAX_LV_EPICARDIAL	20	1.0	1.0
38.68936	23.29492	-41.91174	SAX_LV_EPICARDIAL	20	1.0	1.0
37.22160	22.86616	-44.45640	SAX_LV_EPICARDIAL	20	1.0	1.0
35.75384	22.43740	-47.00107	SAX_LV_EPICARDIAL	20	1.0	1.0
34.28608	22.00863	-49.54573	SAX_LV_EPICARDIAL	20	1.0	1.0
32.49034	20.19520	-51.66791	SAX_LV_EPICARDIAL	20	1.0	1.0
30.69459	18.38178	-53.79008	SAX_LV_EPICARDIAL	20	1.0	1.0
28.89884	16.56835	-55.91226	SAX_LV_EPICARDIAL	20	1.0	1.0
26.77511	13.37026	-57.61194	SAX_LV_EPICARDIAL	20	1.0	1.0
24.65138	10.17217	-59.31162	SAX_LV_EPICARDIAL	20	1.0	1.0
23.26152	7.18846	-59.73897	SAX_LV_EPICARDIAL	20	1.0	1.0
21.87167	4.20475	-60.16632	SAX_LV_EPICARDIAL	20	1.0	1.0
21.21570	1.43542	-59.32134	SAX_LV_EPICARDIAL	20	1.0	1.0
31.95745	-10.89292	-28.80479	SAX_LV_ENDOCARDIAL	20	1.0	1.0
33.75320	-9.07949	-26.68262	SAX_LV_ENDOCARDIAL	20	1.0	1.0
35.54894	-7.26606	-24.56044	SAX_LV_ENDOCARDIAL	20	1.0	1.0
37.67268	-4.06797	-22.86076	SAX_LV_ENDOCARDIAL	20	1.0	1.0
39.06253	-1.08426	-22.43341	SAX_LV_ENDOCARDIAL	20	1.0	1.0
40.45238	1.89945	-22.00606	SAX_LV_ENDOCARDIAL	20	1.0	1.0
41.10836	4.66878	-22.85104	SAX_LV_ENDOCARDIAL	20	1.0	1.0
41.03045	7.22372	-24.96836	SAX_LV_ENDOCARDIAL	20	1.0	1.0
41.68642	9.99305	-25.81334	SAX_LV_ENDOCARDIAL	20	1.0	1.0
40.87464	12.33362	-29.20299	SAX_LV_ENDOCARDIAL	20	1.0	1.0
40.06285	14.67418	-32.59264	SAX_LV_ENDOCARDIAL	20	1.0	1.0
38.92308	15.63008	-35.55979	SAX_LV_ENDOCARDIAL	20	1.0	1.0
37.45532	15.20132	-38.10446	SAX_LV_ENDOCARDIAL	20	1.0	1.0
35.98756	14.77256	-40.64912	SAX_LV_ENDOCARDIAL	20	1.0	1.0
34.51980	14.34379	-43.19379	SAX_LV_ENDOCARDIAL	20	1.0	1.0
33.05204	13.91503	-45.73845	SAX_LV_ENDOCARDIAL	20	1.0	1.0
31.25630	12.10160	-47.86063	SAX_LV_ENDOCARDIAL	20	1.0	1.0
29.46055	10.28817	-49.98280	SAX_LV_ENDOCARDIAL	20	1.0	1.0
27.33682	7.09008	-51.68248	SAX_LV_ENDOCARDIAL	20	1.0	1.0
25.94696	4.10637	-52.10983	SAX_LV_ENDOCARDIAL	20	1.0	1.0
24.55711	1.12266	-52.53718	SAX_LV_ENDOCARDIAL	20	1.0	1.0
24.63502	-1.43228	-50.41987	SAX_LV_ENDOCARDIAL	20	1.0	1.0
23.97904	-4.20161	-49.57489	SAX_LV_ENDOCARDIAL	20	1.0	1.0
24.05695	-6.75656	-47.45757	SAX_LV_ENDOCARDIAL	20	1.0	1.0
24.86874	-9.09712	-44.06792	SAX_LV_ENDOCARDIAL	20	1.0	1.0
26.00851	-10.05303	-41.10077	SAX_LV_ENDOCARDIAL	20	1.0	1.0
27.14828	-11.00893	-38.13361	SAX_LV_ENDOCARDIAL	20	1.0	1.0
28.28805	-11.96483	-35.16645	SAX_LV_ENDOCARDIAL	20	1.0	1.0
29.75581	-11.53606	-32.62179	SAX_LV_ENDOCARDIAL	20	1.0	1.0
31.22357	-11.10730	-30.07712	SAX_LV_ENDOCARDIAL	20	1.0	1.0
32.43597	-45.87877	-33.57639	SAX_RV_FREEWALL	17	1.0	1.0
34.23171	-44.06535	-31.45422	SAX_RV_FREEWALL	17	1.0	1.0
35.69947	-43.63658	-28.90955	SAX_RV_FREEWALL	17	1.0	1.0
37.16723	-43.20782	-26.36489	SAX_RV_FREEWALL	17	1.0	1.0
38.63499	-42.77906	-23.82022	SAX_RV_FREEWALL	17	1.0	1.0
40.10275	-42.35029	-21.27556	SAX_RV_FREEWALL	17	1.0	1.0
41.57051	-41.92153	-18.73089	SAX_RV_FREEWALL	17	1.0	1.0
43.36626	-40.10810	-16.60872	SAX_RV_FREEWALL	17	1.0	1.0
45.48999	-36.91001	-14.90904	SAX_RV_FREEWALL	17	1.0	1.0
46.55186	-35.31096	-14.05920	SAX_RV_FREEWALL	17	1.0	1.0
47.94171	-32.32725	-13.63185	SAX_RV_FREEWALL	17	1.0	1.0
48.59768	-29.55793	-14.47683	SAX_RV_FREEWALL	17	1.0	1.0
49.25366	-26.78860	-15.32181	SAX_RV_FREEWALL	17	1.0	1.0
49.90963	-24.01927	-16.16679	SAX_RV_FREEWALL	17	1.0	1.0
26.84773	-20.44531	-64.07836	SAX_RV_FREEWALL	17	1.0	1.0
25.45788	-23.42902	-64.50571	SAX_RV_FREEWALL	17	1.0	1.0
24.80191	-26.19835	-63.66073	SAX_RV_FREEWALL	17	1.0	1.0
23.41205	-29.18206	-64.08808	SAX_RV_FREEWALL	17	1.0	1.0
22.75608	-31.95139	-63.24310	SAX_RV_FREEWALL	17	1.0	1.0
22.10011	-34.72072	-62.39812	SAX_RV_FREEWALL	17	1.0	1.0
20.71025	-37.70443	-62.82547	SAX_RV_FREEWALL	17	1.0	1.0
20.05428	-40.47376	-61.98048	SAX_RV_FREEWALL	17	1.0	1.0
18.66443	-43.45747	-62.40783	SAX_RV_FREEWALL	17	1.0	1.0
18.74233	-46.01241	-60.29052	SAX_RV_FREEWALL	17	1.0	1.0
18.08636	-48.78174	-59.44554	SAX_RV_FREEWALL	17	1.0	1.0
19.22613	-49.73764	-56.47838	SAX_RV_FREEWALL	17	1.0	1.0
20.69389	-49.30888	-53.93371	SAX_RV_FREEWALL	17	1.0	1.0
22.48964	-47.49545	-51.81154	SAX_RV_FREEWALL	17	1.0	1.0
23.95740	-47.06669	-49.26688	SAX_RV_FREEWALL	17	1.0	1.0
25.09717	-48.02259	-46.29972	SAX_RV_FREEWALL	17	1.0	1.0
26.56493	-47.59383	-43.75505	SAX_RV_FREEWALL	17	1.0	1.0
28.03269	-47.16506	-41.21039	SAX_RV_FREEWALL	17	1.0	1.0
29.50045	-46.73630	-38.66572	SAX_RV_FREEWALL	17	1.0	1.0
30.96821	-46.30754	-36.12106	SAX_RV_FREEWALL	17	1.0	1.0
32.91977	-49.60400	-29.76425	SAX_RV_EPICARDIAL	17	1.0	1.0
34.71551	-47.79057	-27.64208	SAX_RV_EPICARDIAL	17	1.0	1.0
36.18327	-47.36181	-25.09742	SAX_RV_EPICARDIAL	17	1.0	1.0
37.65103	-46.93305	-22.55275	SAX_RV_EPICARDIAL	17	1.0	1.0
39.44678	-45.11962	-20.43058	SAX_RV_EPICARDIAL	17	1.0	1.0
40.91454	-44.69086	-17.88591	SAX_RV_EPICARDIAL	17	1.0	1.0
42.71029	-42.87743	-15.76374	SAX_RV_EPICARDIAL	17	1.0	1.0
44.50603	-41.06400	-13.64156	SAX_RV_EPICARDIAL	17	1.0	1.0
46.62976	-37.86591	-11.94188	SAX_RV_EPICARDIAL	17	1.0	1.0
48.01962	-34.88220	-11.51453	SAX_RV_EPICARDIAL	17	1.0	1.0
49.40947	-31.89849	-11.08718	SAX_RV_EPICARDIAL	17	1.0	1.0
50.79932	-28.91478	-10.65983	SAX_RV_EPICARDIAL	17	1.0	1.0
51.45530	-26.14545	-11.50481	SAX_RV_EPICARDIAL	17	1.0	1.0
52.11127	-23.37612	-12.34979	SAX_RV_EPICARDIAL	17	1.0	1.0
52.03336	-20.82118	-14.46711	SAX_RV_EPICARDIAL	17	1.0	1.0
26.69192	-15.33542	-68.31299	SAX_RV_EPICARDIAL	17	1.0	1.0
25.30207	-18.31913	-68.74034	SAX_RV_EPICARDIAL	17	1.0	1.0
23.91221	-21.30284	-69.16769	SAX_RV_EPICARDIAL	17	1.0	1.0
22.52236	-24.28655	-69.59504	SAX_RV_EPICARDIAL	17	1.0	1.0
21.13251	-27.27026	-70.02239	SAX_RV_EPICARDIAL	17	1.0	1.0
19.74265	-30.25397	-70.44974	SAX_RV_EPICARDIAL	17	1.0	1.0
19.08668	-33.02330	-69.60476	SAX_RV_EPICARDIAL	17	1.0	1.0
17.69683	-36.00701	-70.03211	SAX_RV_EPICARDIAL	17	1.0	1.0
17.04085	-38.77633	-69.18713	SAX_RV_EPICARDIAL	17	1.0	1.0
16.38488	-41.54566	-68.34215	SAX_RV_EPICARDIAL	17	1.0	1.0
15.72891	-44.31499	-67.49716	SAX_RV_EPICARDIAL	17	1.0	1.0
15.80681	-46.86994	-65.37985	SAX_RV_EPICARDIAL	17	1.0	1.0
15.15084	-49.63927	-64.53487	SAX_RV_EPICARDIAL	17	1.0	1.0
15.22875	-52.19421	-62.41755	SAX_RV_EPICARDIAL	17	1.0	1.0
16.36852	-53.15011	-59.45040	SAX_RV_EPICARDIAL	17	1.0	1.0
17.50829	-54.10602	-56.48324	SAX_RV_EPICARDIAL	17	1.0	1.0
18.97605	-53.67725	-53.93857	SAX_RV_EPICARDIAL	17	1.0	1.0
20.44381	-53.24849	-51.39391	SAX_RV_EPICARDIAL	17	1.0	1.0
21.91157	-52.81973	-48.84924	SAX_RV_EPICARDIAL	17	1.0	1.0
23.37933	-52.39096	-46.30458	SAX_RV_EPICARDIAL	17	1.0	1.0
24.84709	-51.96220	-43.75991	SAX_RV_EPICARDIAL	17	1.0	1.0
26.31485	-51.53344	-41.21525	SAX_RV_EPICARDIAL	17	1.0	1.0
27.78261	-51.10467	-38.67058	SAX_RV_EPICARDIAL	17	1.0	1.0
29.25037	-50.67591	-36.12592	SAX_RV_EPICARDIAL	17	1.0	1.0
30.71813	-50.24715	-33.58125	SAX_RV_EPICARDIAL	17	1.0	1.0
32.18589	-49.81838	-31.03659	SAX_RV_EPICARDIAL	17	1.0	1.0
49.83173	-21.46432	-18.28411	SAX_RV_SEPTUM	17	1.0	1.0
48.69195	-20.50842	-21.25126	SAX_RV_SEPTUM	17	1.0	1.0
47.22419	-20.93718	-23.79593	SAX_RV_SEPTUM	17	1.0	1.0
45.75643	-21.36595	-26.34059	SAX_RV_SEPTUM	17	1.0	1.0
43.96069	-23.17938	-28.46277	SAX_RV_SEPTUM	17	1.0	1.0
42.49293	-23.60814	-31.00743	SAX_RV_SEPTUM	17	1.0	1.0
41.02517	-24.03690	-33.55210	SAX_RV_SEPTUM	17	1.0	1.0
39.55741	-24.46566	-36.09676	SAX_RV_SEPTUM	17	1.0	1.0
38.08965	-24.89443	-38.64143	SAX_RV_SEPTUM	17	1.0	1.0
36.62189	-25.32319	-41.18609	SAX_RV_SEPTUM	17	1.0	1.0
35.15413	-25.75195	-43.73076	SAX_RV_SEPTUM	17	1.0	1.0
34.01436	-24.79605	-46.69792	SAX_RV_SEPTUM	17	1.0	1.0
33.20257	-22.45549	-50.08756	SAX_RV_SEPTUM	17	1.0	1.0
32.39079	-20.11492	-53.47721	SAX_RV_SEPTUM	17	1.0	1.0
31.57900	-17.77436	-56.86686	SAX_RV_SEPTUM	17	1.0	1.0
31.50109	-15.21941	-58.98417	SAX_RV_SEPTUM	17	1.0	1.0
30.36132	-14.26351	-61.95133	SAX_RV_SEPTUM	17	1.0	1.0
28.97147	-17.24722	-62.37868	SAX_RV_SEPTUM	17	1.0	1.0
52.86151	-11.55729	-19.96921	SAX_LV_EPICARDIAL	17	1.0	1.0
53.51749	-8.78796	-20.81420	SAX_LV_EPICARDIAL	17	1.0	1.0
54.90734	-5.80425	-20.38685	SAX_LV_EPICARDIAL	17	1.0	1.0
55.56331	-3.03492	-21.23183	SAX_LV_EPICARDIAL	17	1.0	1.0
56.21929	-0.26560	-22.07681	SAX_LV_EPICARDIAL	17	1.0	1.0
56.14138	2.28935	-24.19413	SAX_LV_EPICARDIAL	17	1.0	1.0
56.79735	5.05868	-25.03911	SAX_LV_EPICARDIAL	17	1.0	1.0
56.71945	7.61363	-27.15642	SAX_LV_EPICARDIAL	17	1.0	1.0
56.64154	10.16857	-29.27374	SAX_LV_EPICARDIAL	17	1.0	1.0
55.82975	12.50914	-32.66339	SAX_LV_EPICARDIAL	17	1.0	1.0
54.68998	13.46504	-35.63054	SAX_LV_EPICARDIAL	17	1.0	1.0
53.55021	14.42094	-38.59770	SAX_LV_EPICARDIAL	17	1.0	1.0
52.41044	15.37684	-41.56486	SAX_LV_EPICARDIAL	17	1.0	1.0
50.94268	14.94808	-44.10952	SAX_LV_EPICARDIAL	17	1.0	1.0
49.80290	15.90398	-47.07668	SAX_LV_EPICARDIAL	17	1.0	1.0
48.33514	15.47521	-49.62134	SAX_LV_EPICARDIAL	17	1.0	1.0
46.53940	13.66179	-51.74352	SAX_LV_EPICARDIAL	17	1.0	1.0
45.07164	13.23302	-54.28818	SAX_LV_EPICARDIAL	17	1.0	1.0
43.27589	11.41960	-56.41036	SAX_LV_EPICARDIAL	17	1.0	1.0
41.48015	9.60617	-58.53253	SAX_LV_EPICARDIAL	17	1.0	1.0
39.68440	7.79274	-60.65470	SAX_LV_EPICARDIAL	17	1.0	1.0
37.88865	5.97931	-62.77688	SAX_LV_EPICARDIAL	17	1.0	1.0
36.49880	2.99560	-63.20423	SAX_LV_EPICARDIAL	17	1.0	1.0
35.10895	0.01189	-63.63158	SAX_LV_EPICARDIAL	17	1.0	1.0
33.71909	-2.97182	-64.05893	SAX_LV_EPICARDIAL	17	1.0	1.0
45.92861	-14.87139	-30.99772	SAX_LV_ENDOCARDIAL	17	1.0	1.0
47.72435	-13.05796	-28.87554	SAX_LV_ENDOCARDIAL	17	1.0	1.0
49.84809	-9.85987	-27.17586	SAX_LV_ENDOCARDIAL	17	1.0	1.0
50.50406	-7.09054	-28.02084	SAX_LV_ENDOCARDIAL	17	1.0	1.0
51.89391	-4.10683	-27.59349	SAX_LV_ENDOCARDIAL	17	1.0	1.0
51.81601	-1.55189	-29.71081	SAX_LV_ENDOCARDIAL	17	1.0	1.0
52.47198	1.21744	-30.55579	SAX_LV_ENDOCARDIAL	17	1.0	1.0
52.39407	3.77239	-32.67310	SAX_LV_ENDOCARDIAL	17	1.0	1.0
51.58229	6.11295	-36.06275	SAX_LV_ENDOCARDIAL	17	1.0	1.0
50.44252	7.06886	-39.02991	SAX_LV_ENDOCARDIAL	17	1.0	1.0
48.97476	6.64009	-41.57457	SAX_LV_ENDOCARDIAL	17	1.0	1.0
47.83498	7.59599	-44.54173	SAX_LV_ENDOCARDIAL	17	1.0	1.0
46.36722	7.16723	-47.08640	SAX_LV_ENDOCARDIAL	17	1.0	1.0
44.89946	6.73847	-49.63106	SAX_LV_ENDOCARDIAL	17	1.0	1.0
43.10372	4.92504	-51.75323	SAX_LV_ENDOCARDIAL	17	1.0	1.0
41.30797	3.11161	-53.87541	SAX_LV_ENDOCARDIAL	17	1.0	1.0
39.51223	1.29818	-55.99758	SAX_LV_ENDOCARDIAL	17	1.0	1.0
38.12237	-1.68553	-56.42493	SAX_LV_ENDOCARDIAL	17	1.0	1.0
37.46640	-4.45485	-55.57995	SAX_LV_ENDOCARDIAL	17	1.0	1.0
36.81043	-7.22418	-54.73497	SAX_LV_ENDOCARDIAL	17	1.0	1.0
36.88833	-9.77913	-52.61765	SAX_LV_ENDOCARDIAL	17	1.0	1.0
36.96624	-12.33408	-50.50034	SAX_LV_ENDOCARDIAL	17	1.0	1.0
38.10601	-13.28998	-47.53318	SAX_LV_ENDOCARDIAL	17	1.0	1.0
38.91780	-15.63054	-44.14353	SAX_LV_ENDOCARDIAL	17	1.0	1.0
40.38556	-15.20178	-41.59887	SAX_LV_ENDOCARDIAL	17	1.0	1.0
41.52533	-16.15768	-38.63171	SAX_LV_ENDOCARDIAL	17	1.0	1.0
42.99309	-15.72892	-36.08705	SAX_LV_ENDOCARDIAL	17	1.0	1.0
44.46085	-15.30015	-33.54238	SAX_LV_ENDOCARDIAL	17	1.0	1.0
41.44214	-44.86336	-49.33277	SAX_RV_FREEWALL	12	1.0	1.0
43.23789	-43.04993	-47.21059	SAX_RV_FREEWALL	12	1.0	1.0
44.70565	-42.62117	-44.66593	SAX_RV_FREEWALL	12	1.0	1.0
46.50139	-40.80774	-42.54375	SAX_RV_FREEWALL	12	1.0	1.0
48.29714	-38.99431	-40.42158	SAX_RV_FREEWALL	12	1.0	1.0
50.09288	-37.18088	-38.29941	SAX_RV_FREEWALL	12	1.0	1.0
51.88863	-35.36746	-36.17723	SAX_RV_FREEWALL	12	1.0	1.0
53.68438	-33.55403	-34.05506	SAX_RV_FREEWALL	12	1.0	1.0
45.47225	-19.19788	-61.17710	SAX_RV_FREEWALL	12	1.0	1.0
44.08239	-22.18159	-61.60445	SAX_RV_FREEWALL	12	1.0	1.0
42.69254	-25.16530	-62.03180	SAX_RV_FREEWALL	12	1.0	1.0
41.30269	-28.14901	-62.45915	SAX_RV_FREEWALL	12	1.0	1.0
39.91283	-31.13272	-62.88650	SAX_RV_FREEWALL	12	1.0	1.0
39.25686	-33.90205	-62.04152	SAX_RV_FREEWALL	12	1.0	1.0
37.86701	-36.88576	-62.46887	SAX_RV_FREEWALL	12	1.0	1.0
37.21103	-39.65509	-61.62388	SAX_RV_FREEWALL	12	1.0	1.0
37.28894	-42.21003	-59.50657	SAX_RV_FREEWALL	12	1.0	1.0
